Ward name,Old code,GSS_CODE,population_2015,percent_children_15_2015,percent_working_age_2015,percent_aged_65+_2015,mean_age_2013,median_age_2013,area_sq,pop_den_2013,percent_bame_2011,general_fertility_rate_2013,male_life_expect,female_life_expect,rate_ambulance_per_1000pp_ 2014,num_killed_seriously_injured_road_2014,employment_rate_2011,median_house_price_2014,num_propertoes_sold_2014,median_est_household_income_2013,percent_detached_2011,percent_semi_detached_2011,% terraced houses - 2011,percent_flat_2011,percent_household_owned_2011,percent_household_socialrented_2011,percent_household_privaterent_2011,percent_no_qualifications_2011,crime_rate_2014,violence_against_person_rate_2014,deliberate_fires_per_1000pp_2014,percent_area_openspace_2014,cars_per_household_2011,avg_public_transport_accessibility_score_2014,percent_travel_work_bike_2011
City of London,00AA,E09000001,8100,8,76.9,15.2,41.3,39,3.2,2538.1,21.4,38.4,84.3,88.6,140,57,79.6,765000,309,63620,0.4,0.2,1.4,98,42.3,16.5,35.9,6.7,656.4,85.3,0.4,18.6,0.4,7.9,5.3
Barking and Dagenham - Abbey,00ABFX,E05000026,14750,26,69,5,29.5,29,1.3,10500,71.9,97.6,80.2,83.9,157.3,2,60.3,173000,151,33920,3.9,7.2,22.6,66.3,32.7,26.7,38.6,16.4,138.1,42.2,1.4,21.9,0.5,6,0.8
Barking and Dagenham - Alibon,00ABFY,E05000027,10600,25.7,64.3,10,33.8,33,1.4,7428.6,29.9,83.3,77.2,80.6,139.8,1,63.1,215000,119,32470,3.8,18.2,63.8,14.2,45.1,36.8,15.9,31.2,73.6,27.3,0.7,20.6,0.8,3.1,1
Barking and Dagenham - Becontree,00ABFZ,E05000028,12700,25.4,65.9,8.7,33,32,1.3,9269.2,41.2,101.1,79,79.3,130.1,3,61.2,210000,191,33000,4.2,24.7,52,19.1,46.7,29.4,20.1,28,79.9,27.6,1.2,1.9,0.9,2.9,1.6
Barking and Dagenham - Chadwell Heath,00ABGA,E05000029,10400,24.3,61.5,14.2,36.2,34,3.4,2985.3,37.9,73.6,79.2,82.2,139.1,6,63.6,240500,108,33920,3.8,29.6,32.2,34.5,54,32,12.4,29.1,76.1,24.6,1.3,56,0.9,2.3,1.2
Barking and Dagenham - Eastbrook,00ABGB,E05000030,10750,20.1,65.7,14.2,37.7,36,3.5,3028.6,24.8,73.2,77.1,81.1,147.8,2,68.2,240000,129,37400,3.2,32.6,45.5,18.4,67.6,20,11.2,29.9,66.7,24.5,0.8,50.4,1.1,2.3,1.6
Barking and Dagenham - Eastbury,00ABGC,E05000031,11900,25.2,65.2,9.6,33.4,32,1.4,8357.1,41.7,87.6,78.9,84.9,113,5,61.5,220000,105,32870,5,21,52.5,21.5,44,37.4,17.3,28.9,82.2,24.9,0.6,17.1,0.8,2.7,1.5
Barking and Dagenham - Gascoigne,00ABGD,E05000032,15850,32,62.6,5.4,29,29,1.1,12772.7,60.4,92.9,75.5,81.1,136.1,2,56.4,200000,87,29480,2.2,6.8,19.5,71.4,23.7,54,18.3,25.5,75.8,20.3,0.9,20.8,0.5,3.2,1.4
Barking and Dagenham - Goresbrook,00ABGE,E05000033,11450,25.9,63.2,10.9,34.1,33,1.3,8692.3,33.3,86.2,77.5,82.8,136.6,1,63.6,205000,109,33250,4.8,17.4,62.5,15.3,43.1,37.3,15.8,30,74.8,25.8,0.9,14.1,0.8,2.5,1.7
Barking and Dagenham - Heath,00ABGF,E05000034,11150,26.2,62.3,11.5,34.4,32,2,5475,32.3,88.4,76.5,80.1,188,3,61.4,215000,105,31340,2.9,18.9,41.9,36.4,41.6,45.3,11.3,32.1,83.7,24.2,2,36.3,0.7,2.7,1.6
Barking and Dagenham - Longbridge,00ABGG,E05000035,11900,21.7,66,12.2,35.2,32,1.6,7281.3,57.4,81.1,78.7,85.7,118.4,2,65.2,312750,120,40570,3.9,23.1,50.4,22.5,70,13.1,15.3,22.7,57,16.6,0.4,28.3,1.1,3.1,1.1
Barking and Dagenham - Mayesbrook,00ABGH,E05000036,10550,26.9,62.1,11,33.9,33,1.9,5473.7,31.2,90.2,76.8,83.3,136.3,1,61.9,212000,95,31530,4.8,21.8,58,15.5,43.8,38.6,15.6,32.1,67.9,24.4,0.7,44.8,0.8,2.5,1.6
Barking and Dagenham - Parsloes,00ABGJ,E05000037,10050,25.2,63.7,11.1,34.3,33,1.2,8250,30.9,76.9,76.1,83.5,144.3,2,61.5,213000,115,31860,4.1,19.8,63.4,12.6,47.2,36.4,14.1,31.8,56.8,19.7,0.9,17.4,0.8,2.7,1.2
Barking and Dagenham - River,00ABGK,E05000038,11950,26.5,63.6,9.9,33.4,32,3.6,3166.7,38.4,83.1,75,78.2,137.9,1,64.2,205500,132,33490,4.7,19,61.9,14.3,51.9,25.7,20.6,29.9,85,29.3,1.3,20.5,0.8,3,1.4
Barking and Dagenham - Thames,00ABGL,E05000039,18950,32.5,62.5,5,28.7,28,7.9,1867.1,54.9,62.9,76.2,84,140.1,3,60.5,219000,174,32580,3.7,15.7,35.3,45.2,35.4,44.4,17.5,24.1,95.6,19.8,1.7,43.8,0.7,2.1,2.1
Barking and Dagenham - Valence,00ABGM,E05000040,10250,25.5,63.2,11.3,34.8,34,1.3,7692.3,31.5,91.7,76.5,80.8,133.7,3,63.1,215000,94,33200,4.3,21.5,60.9,13.3,47.3,37.4,13.8,32.1,68.3,18.3,0.2,11.8,0.8,3.2,1.5
Barking and Dagenham - Village,00ABGN,E05000041,11050,24.8,64.1,11.1,34.5,33,2.1,5166.7,34.8,92,75.9,80.9,155.1,2,61.7,202500,120,31960,4.6,20.3,26.2,48.9,40.3,39.9,17.4,30.3,90.8,29.8,1.1,47,0.8,2.7,2.4
Barking and Dagenham - Whalebone,00ABGP,E05000042,11150,23.7,64.5,11.8,35.3,34,1.6,6781.3,44,84.8,79.9,87.2,128.7,1,67.5,235000,144,37180,4.1,18.4,49.7,27.8,63.7,12.3,22.3,24,72.4,20.8,0.5,16,1,2.9,1
Barnet - Brunswick Park,00ACFX,E05000043,17550,19.5,64.7,15.9,38.9,39,3.2,5218.8,31.6,51,82.3,84.8,97.5,0,71.4,435000,193,39800,6,47.6,27.7,18.8,75.4,9,13.2,17.4,49.4,12,0.1,28,1.3,2.9,1
Barnet - Burnt Oak,00ACFY,E05000044,19650,24.3,66.5,9.1,33.7,32,2.1,8857.1,53.5,74.3,76,81.4,152,8,63.7,250000,153,29400,3.8,19.8,38.3,38.1,38,35.5,22.1,23.6,68.5,27,0.7,18.9,0.8,3.6,0.8
Barnet - Childs Hill,00ACFZ,E05000045,21100,19.5,67.9,12.6,36.1,33,3.1,6516.1,38.9,59.6,79.4,82.6,116,6,67.9,507500,230,38960,9.3,24.5,10.2,56,45,12.5,39.7,13.7,90.5,22.3,0.1,15.1,0.8,4.5,2.5
Barnet - Colindale,00ACGA,E05000046,26600,22.8,69.7,7.5,32.1,30,2.6,8250,59.9,66.5,81.8,86,130.9,0,61.9,302500,413,30170,2.6,20.8,16.7,60,36.3,34.3,26,18,58.9,16.9,0.2,19.8,0.8,2.5,1
Barnet - Coppetts,00ACGB,E05000047,18050,19.5,69.4,11.1,36.3,35,2.7,6425.9,35,56.6,79.1,81.9,108.3,5,71.5,335000,258,38090,4.6,22.1,20.3,53,56.8,13.4,26.7,15,75.6,17.1,0.5,40.3,1,2.9,2
Barnet - East Barnet,00ACGC,E05000048,17100,20.6,64.6,14.8,38.3,38,3.8,4302.6,23.4,65.2,81,85.2,93.3,2,71.5,368000,252,39870,10.1,37.2,17.8,34.8,67.9,9.8,20.3,17.1,44,13.9,0.1,34.8,1.2,2.8,0.9
Barnet - East Finchley,00ACGD,E05000049,16850,19.2,67.1,13.6,37.2,36,2.5,6440,28.2,64.3,82.2,84.9,102.9,1,74.9,437500,172,41160,2.9,14.4,25.7,56.9,50.2,22.2,25.5,14.1,47.5,11.3,0.2,37.8,0.8,2.6,3.1
Barnet - Edgware,00ACGE,E05000050,17600,22.9,61.6,15.5,37.1,35,5.6,3017.9,39.2,72.7,84,87,116.4,2,69,455000,277,38410,19,37,7.2,36.7,60.4,15.8,20.9,17,71.4,17.2,0.2,54,1.2,3,0.7
Barnet - Finchley Church End,00ACGF,E05000051,16800,19,64.3,16.6,39.1,37,2.7,5925.9,33.1,56.9,84.2,88.4,85.7,5,72.6,528000,244,45030,13.7,26,5.2,55.2,62.3,4.9,30.4,12.3,52,9.2,0.2,13.7,1.2,2.9,1.4
Barnet - Garden Suburb,00ACGG,E05000052,16950,20.3,61.9,17.7,39.1,38,4.7,3436.2,21.4,50.6,84.9,89,86.6,7,73.1,825000,263,53090,18.4,30.1,12.8,38.8,66.1,4.9,26.7,8.2,65.1,11,0.1,24.2,1.2,2.7,2.5
Barnet - Golders Green,00ACGH,E05000053,24950,25.6,64.3,10.1,33,30,3,7150,34.2,63.2,80.4,82.9,107.1,6,66.7,555250,128,40800,11.2,39.5,11.9,37.3,49.4,13.3,34.7,16.4,61.3,11.3,0.2,14.6,1,3.4,1.7
Barnet - Hale,00ACGJ,E05000054,18250,22.5,63.1,14.4,37.1,36,5.4,3250,40.6,71.1,81.6,85.6,95.7,4,70.7,397250,222,38590,11.3,49.2,15.4,24.1,66.9,13.6,17.9,17.8,46.8,12.2,0.3,48.8,1.2,2.6,0.8
Barnet - Hendon,00ACGK,E05000055,19300,21.5,66.5,12,34.9,32,2.8,6625,36.3,76.1,80.2,84.1,105.7,4,66.7,350000,209,38530,10.9,22.4,8.2,58.4,49,12.1,36.6,13.5,72.6,19.7,0.4,16.4,1,2.7,1.2
Barnet - High Barnet,00ACGL,E05000056,16300,18.1,64.3,17.6,40.7,41,8.3,1873.5,18.3,60.3,81.8,84.2,126.8,4,74.5,419422.5,296,43940,19.7,25.6,15.5,38.9,69.9,7.7,19.9,13.1,56.3,12.6,0.4,47.9,1.2,2.7,1.6
Barnet - Mill Hill,00ACGM,E05000057,20000,21.9,64.1,14,37.1,36,9.4,2010.6,36.1,59.3,83.6,86.7,102.9,6,70.5,520000,343,41920,19.6,35.6,11.4,33.5,64.4,12.8,20.4,14,62.8,14.7,0.2,59,1.3,2.3,1
Barnet - Oakleigh,00ACGN,E05000058,16650,19.3,63.4,17.3,39.8,39,3.3,4833.3,26.7,59.7,81,84.4,98.9,3,73.4,366000,239,41670,16.3,35.5,8.3,39.9,70.6,7.3,20.3,14.7,49.7,11.7,0.1,15.3,1.3,3.3,1
Barnet - Totteridge,00ACGP,E05000059,16900,20.2,62.7,17,39.6,39,8.8,1795.5,34.3,60.9,82.5,86.3,108.1,3,71.6,627750,182,46150,20.6,35.9,10.7,32.8,66.8,8.7,22.5,13,39.7,9.2,0.2,57.7,1.3,2.5,1.1
Barnet - Underhill,00ACGQ,E05000060,17300,19.6,63.7,16.7,39.2,39,4.6,3554.3,27.3,55.9,78.2,83.7,156.5,4,68.3,389950,219,37040,10.4,36.5,21,30,60.3,25.7,11.3,21.6,57.9,17.8,0.4,43.8,1.1,2.6,0.8
Barnet - West Finchley,00ACGR,E05000061,17500,18.6,68.2,13.1,37.5,36,2.2,7590.9,39.2,59.5,82.2,83.5,106.9,7,74.2,385000,193,42050,3.7,24.1,17.1,55,53.8,7.2,36.9,12.2,55.2,14.7,0.2,13.4,0.9,3.6,1.7
Barnet - West Hendon,00ACGS,E05000062,19250,20.6,68.2,11.2,35.2,32,3.4,5279.4,50.6,64.9,80.7,86,119.5,10,67.2,346250,158,35090,14.8,21.4,17.5,46.4,48.3,16.8,32.6,17.8,99.9,20.3,0.3,32,0.9,3.5,1.3
Barnet - Woodhouse,00ACGT,E05000063,18700,18.6,67.6,13.8,37.9,36,2.6,6846.2,37.6,50.5,81.9,84,145.9,2,72,370000,243,38220,4,25.5,22.7,47.8,57.6,11.5,28.6,15.7,69.3,15.9,0.2,19.3,1,2.9,2
Bexley - Barnehurst,00ADGA,E05000064,10600,18.7,62,19.3,40.8,41,2.9,3672.4,9.8,70.3,79.5,85.4,126.8,1,75.8,250000,228,38200,6.5,54.8,22.2,16.5,80,10.7,8.3,23.1,46.5,15.5,0.4,36,1.3,3.1,1
Bexley - Belvedere,00ADGB,E05000065,12400,23.2,63.9,12.9,36.1,35,3.2,3828.1,28.4,70.6,78.1,86.9,122.4,0,70.4,179500,246,33510,5.7,25.8,31.8,36.7,63.6,16.1,18.6,23.7,62,19.8,1.2,33.1,1,2.8,1.2
Bexley - Blackfen and Lamorbey,00ADGC,E05000066,10700,18.3,62.6,19.1,40.5,42,1.7,6352.9,7.3,55.5,82.9,87.6,84.4,0,77.3,280000,182,40780,7,50.4,34.7,7.9,86.7,3.8,8.1,22.4,28.8,6.9,0.2,9.5,1.3,2.1,1.4
Bexley - Blendon and Penhill,00ADGD,E05000067,11000,18,62.6,19.5,40.5,41,2.1,5285.7,9.5,57.6,82.6,86.1,80.3,1,78.2,275000,208,40340,8.9,46.8,34.2,10.1,88.5,2.6,8.1,21.5,37.7,7.6,0.3,13.8,1.4,2.1,1.2
Bexley - Brampton,00ADGE,E05000068,10600,16.6,60.1,23.3,43.2,45,2,5350,13.1,54.4,82.9,87,96.5,1,76.6,315000,146,40790,6.6,73,10.8,9.7,88.9,4.4,5.7,22.9,26.3,6.3,0,9.1,1.3,2.7,1.1
Bexley - Christchurch,00ADGF,E05000069,11350,18.1,63.3,18.6,40.6,41,2.5,4500,13.4,62.3,80.4,82.8,162.3,2,77,275000,197,40190,12.9,46.9,18.2,22,80.7,3.9,14.2,21,97.5,28.5,0.4,17.3,1.2,3.4,0.9
Bexley - Colyers,00ADGG,E05000070,11400,22.3,62.7,15,37.3,36,1.6,7093.8,17.7,60,78.3,84.7,111.8,0,70.2,247000,131,34450,4.3,50.7,17.7,27.2,61.5,29.4,7,25.1,39.5,13.2,0.3,13,1.1,2,1.1
Bexley - Crayford,00ADGH,E05000071,11950,20.9,64.6,14.6,37.7,37,4,2925,11.7,69.6,79.5,84.1,118,2,73.2,231500,264,34900,5.6,40.9,29.2,24.3,65.6,21.8,10.5,25.3,62.2,17.1,0.8,41.7,1.1,2.1,1
Bexley - Cray Meadows,00ADGJ,E05000072,11350,20.8,61.5,17.7,39.4,39,7.2,1583.3,11,70,79.8,83.6,132.7,1,71.4,285000,175,35530,6.5,44.4,17.6,31.3,65.7,22.8,9.3,25.1,54.3,16.4,0.5,61.7,1.2,2.3,1.5
Bexley - Danson Park,00ADGK,E05000073,11000,18.3,63.8,18,40.2,40,2.7,4092.6,16.2,55.8,81.2,83.1,125.6,0,75,265750,158,38580,9.1,46.4,22.8,21.7,77.9,8.9,11.2,23,54,15.7,0.6,36.4,1.2,2.9,1.1
Bexley - East Wickham,00ADGL,E05000074,11000,18.4,62.4,19.2,40.5,41,2.2,5022.7,16.9,51.9,81.3,84.7,118.1,1,73.5,259497.5,150,36260,3.1,59.3,21.6,16,76.5,12.6,9.5,26.4,40.5,12.6,0.5,26.8,1.2,2.5,1.2
Bexley - Erith,00ADGM,E05000075,12800,25.1,63.3,11.6,34.9,33,4.8,2614.6,31.4,74.6,79.2,84.8,140.1,1,67.6,181000,171,33160,6.8,19.9,29.2,44,55.1,20.2,20.5,23.6,82.3,22.2,1.6,44.6,1,2.6,1
Bexley - Falconwood and Welling,00ADGN,E05000076,10950,18.2,65.2,16.7,39.6,40,1.7,6470.6,15.4,50.7,80.3,86.2,73.7,2,76.2,280000,180,39000,3,58,29.5,9.5,88,1.1,9.5,22.1,47.7,13.2,0.3,0.7,1.3,2.4,1.1
Bexley - Lesnes Abbey,00ADGP,E05000077,11450,20.3,63.3,16.5,38.8,39,2.4,4791.7,31,63,81.7,84,102,1,69.7,257500,156,35630,7.1,40.6,25.9,26.4,67.1,21,10.3,23.8,59.8,14.1,1.5,37,1.1,2.8,1.1
Bexley - Longlands,00ADGQ,E05000078,10600,16.4,62.4,21.2,42.2,42,2.6,4096.2,9.4,53.8,81.4,82.1,254.7,3,75.4,250000,240,40880,9.4,39.4,11.8,39.5,75,13.2,10.7,20.9,34.2,9.7,0.3,28.9,1.2,2.7,1.3
Bexley - North End,00ADGR,E05000079,11850,26.7,62.7,10.6,33.6,32,5.7,2070.2,27,78.2,75.6,81.9,134.4,1,63.3,204497.5,244,29930,2.9,27.5,36.4,33.1,46.9,37.4,14.3,28.8,81.2,27.2,2.4,65.3,0.9,2.6,1.3
Bexley - Northumberland Heath,00ADGS,E05000080,10700,19.5,63.6,16.9,39.2,40,1.8,5972.2,14.5,63.8,79.5,86.1,91.6,0,73.6,250000,137,37130,4.5,56.1,29,10.4,80.3,9.3,8.9,23.3,42.1,12,0.7,13.6,1.3,2.1,1.2
Bexley - St. Mary's,00ADGT,E05000081,10550,17.7,59.9,22.4,42.4,43,4.4,2420.5,8.4,57.8,81.8,88.2,113.6,3,77.3,315000,183,44010,23.2,38.2,26.2,12.3,85.7,4.1,9.1,18.9,33.2,7.9,0.6,46.8,1.4,2.6,1.2
Bexley - St. Michael's,00ADGU,E05000082,11250,20.4,64,15.6,38.2,39,1.4,8071.4,17.3,52.9,80.5,84.9,71.4,3,75.9,280000,161,38510,1.8,82.3,8.2,7.7,85.8,7,6.1,21.8,30,11.3,0,5.9,1.4,2.2,1.1
Bexley - Sidcup,00ADGW,E05000083,11000,15.9,64.2,19.9,41.8,42,2.7,4092.6,10.1,52.1,80,82.9,140.7,1,74,280000,212,41220,14,31.8,19,35.3,74.7,6.7,16.6,19.1,50.5,14.8,0.2,25.8,1.2,3.2,1.2
Bexley - Thamesmead East,00ADGX,E05000084,12550,27.8,64.8,7.4,32,32,4.8,2583.3,52.7,77.6,78.3,81.7,93.9,1,62.6,190000,91,32100,3.1,13.1,40.4,43.3,41,38.4,19,20.8,54.9,19.7,0.7,70.5,0.8,2.6,1.3
Brent - Alperton,00AEGJ,E05000085,15300,19.8,70.1,10.1,35.3,33,2.1,7047.6,81.8,90.1,80.8,84.3,96.4,3,67.4,249950,103,31250,6.1,23.8,32,37.8,55.6,12.1,29.6,22.1,69.1,21.2,0.3,17.7,0.9,3,1.7
Brent - Barnhill,00AEGK,E05000086,16250,20.9,66.7,12.4,35.8,33,3,5366.7,69.7,82.2,77.9,80.8,124.5,1,64.2,333000,159,34630,17,27.8,9.6,45.5,43.6,26.6,26.2,18.1,64.7,21.4,0.1,31.6,1,3,0.5
Brent - Brondesbury Park,00AEGL,E05000087,13300,17.8,69.6,12.6,37,34,1.7,7794.1,43.8,48.2,82.4,85.7,120.5,4,71.8,465000,196,40020,8.4,16.6,6.8,68.2,44.3,21.5,32,15.9,70.8,16.1,0.5,9.7,0.7,3.8,4.8
Brent - Dollis Hill,00AEGM,E05000088,13650,24.1,63.7,12.2,34.8,32,2.3,5934.8,64.3,64.7,82.3,88.7,115.9,6,61.5,306000,135,30990,7.3,30.1,27.5,35.2,51.7,22.1,23.5,24.4,67.3,22.8,0.2,26.6,0.9,2.9,1.5
Brent - Dudden Hill,00AEGN,E05000089,15750,21.2,68.1,10.7,34.7,32,1.7,9117.6,55.9,63.2,83.9,85.5,118,5,65.9,495000,135,33470,4.8,29.5,21.6,44,43.7,19.9,34.2,19.8,88.2,30.2,0.3,11.6,0.8,3.4,3.2
Brent - Fryent,00AEGP,E05000090,14150,20.5,66.8,12.7,36,34,2.7,5129.6,62.7,69,80.7,83.9,116.5,4,66.5,263750,106,35590,5.3,44.4,12.9,37.4,57.1,13.9,26.8,20.3,58.4,18.1,0.4,39.3,1.1,2.8,1.1
Brent - Harlesden,00AEGQ,E05000091,17500,27.3,63.8,9,33,32,1.1,15772.7,67,85,78.1,82.9,128.1,6,59.3,305500,184,27030,4,8.6,15.8,71.4,21.8,44,30.7,24.1,100.3,37.9,0.2,8.9,0.5,3.8,3.5
Brent - Kensal Green,00AEGR,E05000092,15050,21.1,68.7,10.2,35.4,35,1.1,13681.8,52.3,74.1,79.7,90,120.4,6,68.8,500000,149,34640,2.8,10.1,23.4,63.6,36.1,26.7,34.7,19.7,86.6,31.8,0,6.9,0.6,4.1,5.4
Brent - Kenton,00AEGS,E05000093,12550,16.2,65,18.8,40.2,37,2.3,5413,70,62,83.3,91.6,100.4,2,70.3,440000,107,42190,18.1,57,4.3,20.5,73.4,5.6,19.3,17.3,51.3,11.1,0.4,17,1.4,2.7,0.7
Brent - Kilburn,00AEGT,E05000094,17550,19.5,71.1,9.4,34.6,33,0.9,19333.3,50,59.6,80.1,86,131,4,68.9,444631.5,216,34270,1.1,2.5,10.2,86.1,24,45,28.8,17.1,79.3,27.1,0.2,11.1,0.4,5.5,5.8
Brent - Mapesbury,00AEGU,E05000095,16000,17.2,73.4,9.4,35,33,1.4,11357.1,43.4,63.1,78.7,84.5,116.2,10,70.6,450000,189,36830,5.9,11.3,7.9,75,34.4,19.2,44.8,14.5,71.8,21.3,0.4,9.6,0.6,4.5,3.5
Brent - Northwick Park,00AEGW,E05000096,13300,16,70.3,13.7,37.3,34,2.7,4888.9,68.8,54.6,80.7,84.9,121.8,2,67.4,470000,85,41100,15,46.3,6.3,32.4,62,16.2,19.2,13.4,64.7,19.2,0.2,32,1.3,2.7,1
Brent - Preston,00AEGX,E05000097,15750,20.8,66.2,13,35.9,33,2.4,6541.7,70,68.6,80,85.4,106.8,2,67,350000,131,35960,6.9,45.2,9.6,38.3,54.6,12.6,29.2,17.5,57.9,17.1,0.1,19.2,1,3.4,1.1
Brent - Queens Park,00AEGY,E05000098,15500,20.5,69.6,9.9,35.6,35,1.5,10300,37,62.8,80,89.5,102,7,75.8,677500,198,42880,1.8,8.1,26.7,63.4,44.2,19.9,33.9,13.3,72.9,19.4,0.1,19,0.7,5,7.4
Brent - Queensbury,00AEGZ,E05000099,16800,19.8,67.8,12.4,36.2,33,2,8050,72.9,64.8,81.7,83.1,100.7,4,67.7,366000,109,35110,5.6,45.4,23,26.1,59.4,15.3,21.6,21.4,65,17.1,0.2,13.7,1.2,3,0.5
Brent - Stonebridge,00AEHA,E05000100,17600,26.7,64.4,9,32.2,29,4.1,4231.7,76.5,74.9,76.2,82.3,207.8,9,54.2,249950,63,25800,5.3,15.3,24.1,55.1,18.1,62.3,15.1,25.9,116,39.5,0.1,16.2,0.6,3.2,2
Brent - Sudbury,00AEHB,E05000101,15250,21.1,67.8,11.1,35.1,33,2.1,7238.1,77.3,78.8,78.7,84.1,102.5,3,67.4,249950,91,33530,9.9,25,20.8,44.3,50.5,15,32.6,18.1,51.5,18.1,0,34.6,0.9,3.3,1.1
Brent - Tokyngton,00AEHC,E05000102,18900,20,70.3,9.7,34.9,32,2.8,6160.7,76.3,64.2,78.1,84.2,126.4,3,67.5,322500,94,33130,4.5,37.5,16.1,41.9,50,12,33.7,19.4,82.8,21.3,0.2,19.8,0.9,3.5,1.2
Brent - Welsh Harp,00AEHD,E05000103,14000,21.5,66.4,12.1,35.8,34,2.3,6065.2,61.3,70.5,80.1,85.6,116.6,2,64.9,292475,118,31620,7,30.5,23.3,39.2,49.9,19.2,28.1,22.6,62.9,21.1,0.2,34,0.9,2.8,1.2
Brent - Wembley Central,00AEHE,E05000104,16150,19.1,70.3,10.6,35.6,33,1.6,9718.8,86,88.8,81.8,85.1,143.6,7,65.6,250000,118,31040,6.7,28.2,19.8,45.2,47.2,15.6,33.5,20.7,118.3,39.5,0.1,20.1,0.8,4.9,1.2
Brent - Willesden Green,00AEHF,E05000105,15950,19.1,72.7,8.2,33.7,32,1.5,10600,52.7,55.9,77.8,83,134.4,0,68.6,409500,147,31390,3.3,7.1,16.1,73.3,25.4,26.8,43.2,18.5,94.9,33.8,0.2,36.8,0.5,4.6,3.1
Bromley - Bickley,00AFGD,E05000106,15450,19.4,60.3,20.4,41.8,43,4.9,3132.7,14.5,57.9,80,83.2,128.8,4,76,480000,315,47190,37,21.5,17.8,23.7,80.2,7,11.4,14.5,36.5,7.1,0.4,21.5,1.4,2.4,1.3
Bromley - Biggin Hill,00AFGE,E05000107,10250,18,62.4,19.6,40.9,42,8.3,1222.9,4.1,61.6,82.8,86.3,71.8,2,79.2,269950,197,40930,36.8,27.3,22.8,13,88,4.6,5.7,18.3,44.8,12.7,0.4,72.7,1.7,1.8,0.5
Bromley - Bromley Common and Keston,00AFGF,E05000108,16250,20.7,62.2,17.1,39.6,40,8.3,1897.6,12.8,64.4,81.3,85.1,121.9,2,73.2,350000,375,40510,20.4,33.3,26.1,20.3,73.1,15.7,9.5,20.5,53,19.2,0.4,58.6,1.3,2.3,1.5
Bromley - Bromley Town,00AFGG,E05000109,18600,20.8,65.7,13.5,37.5,36,3.7,4797.3,18.5,68.6,79.3,83.7,157.8,3,78.6,327000,359,43460,8.8,25.2,21,45.1,65.3,10,22.7,13.1,139,35.3,0.2,17.6,1,3.8,1.7
Bromley - Chelsfield and Pratts Bottom,00AFGH,E05000110,14800,19.1,60.7,20.3,41.6,43,12.6,1166.7,9.7,57.3,84.3,86.5,86,4,77.3,400000,248,44850,33.1,40.5,18.4,8,87,4.6,7.1,16.4,40.3,6.4,0.4,68.4,1.5,2.1,1
Bromley - Chislehurst,00AFGJ,E05000111,15400,18.7,59.8,21.4,42.6,43,10.4,1461.5,12,71.1,81,83.1,110.7,2,75.1,395000,324,46250,35.5,20.8,20.8,23,79.9,7.1,11.4,15.8,55.2,14.6,0.4,59.1,1.4,2.1,1.2
Bromley - Clock House,00AFGK,E05000112,16050,21.6,66,12.4,37.2,37,2.3,6869.6,20.6,73.8,79.8,85.2,99.6,3,77.7,308750,386,41650,3.5,20.6,34.1,41.9,67.6,12.6,17.8,15.2,46,15.3,0.4,16.2,1,4,2.1
Bromley - Copers Cope,00AFGL,E05000113,15950,15.8,67.6,16.6,40.6,38,3.3,4772.7,17.4,69.3,79.7,84.1,107.6,4,79.5,315000,505,43170,10.2,6.7,12.7,70.3,61.1,9.2,27.7,12.1,70.5,20.9,0.2,16.7,1,3.3,1.7
Bromley - Cray Valley East,00AFGM,E05000114,15850,22.7,60.3,17.1,38.2,38,13.3,1176.7,14.6,75.9,79.2,83.4,129.1,4,69.3,242000,309,32230,8.6,39.2,29.6,22.1,61.7,24.7,11.1,27.9,102.2,28.5,2.9,76.2,1,2.1,1.1
Bromley - Cray Valley West,00AFGN,E05000115,17150,23.6,61.2,15.2,37.3,37,3.9,4371.8,13.9,67.4,78,84.8,115.2,1,67.4,250000,228,31740,11.4,44.3,26.8,17.6,58,33.5,6.1,28.5,71.5,25.4,0.7,23.4,1.1,2.3,1.1
Bromley - Crystal Palace,00AFGP,E05000116,12950,20.7,71.1,8.2,34.6,34,2.3,5478.3,38.1,63.2,77.2,81.4,131.3,3,69.5,250000,319,34060,2.5,5.7,9.5,82.2,34.8,33.2,29.7,16.9,90,29.9,1.6,49.2,0.6,4.6,3.2
Bromley - Darwin,00AFGQ,E05000117,5300,18.4,57.4,24.2,43.2,46,29,181,4.8,60,82.2,83.3,118.7,1,75,445000,80,42810,55.8,20.2,11.9,6.3,82.9,5.5,9.4,21.9,43.9,11.5,0.4,88.5,1.7,1.3,0.9
Bromley - Farnborough and Crofton,00AFGR,E05000118,14850,17.3,58.5,24.2,43.8,45,7,2121.4,9.5,51,82.6,88,139.6,6,75.1,395000,245,44590,35.4,32.2,19.4,13,83.2,8.8,6.7,18.1,43,14.8,0.6,48.9,1.3,2.5,1.1
Bromley - Hayes and Coney Hall,00AFGS,E05000119,16250,18.5,62,19.5,41.4,43,10.8,1500,8.3,49.6,81.4,86.6,82.5,1,76.3,441250,240,45660,18.6,58.6,9.2,13.6,88.2,3.1,7.8,15.7,35,9.2,0.3,68.9,1.4,2.3,1.6
Bromley - Kelsey and Eden Park,00AFGT,E05000120,16250,18.6,63,18.4,40.9,42,5.2,3105.8,16,54.1,82.8,87.7,121.5,1,75.5,421599,265,44700,11,24.4,42.2,22.4,79.2,8.6,10.6,17.1,59.9,19.5,0.1,42.7,1.3,2.7,1.8
